	length
PIGL	888.3470787947483
GALK1	1101.620270547302
HOXB6	1543.2636677361306
PFN1	903.2271155890293
SLC25A11	1513.895107328759
RASD1	1569.410198632007
NUP88	1761.3333333333333
C1QBP	748.8286761141802
CPD	6851.067039615855
GOSR1	3028.150626344158
CCDC47	2216.0681496852285
MED31	691.2521231942964
DRG2	1605.0788321234
AKAP10	2231.1392679889677
ALDH3A1	1109.8676999999998
SMARCD2	2073.603024645729
SYNGR2	1315.4856611123323
DDX5	899.6371742681874
C17orf75	1919.7503367489176
ASIC2	3146.615
CCL2	573.8154999999999
CCL1	424.8825
CCL13	652.0
PEX12	2463.4485367493717
KRT32	1582.795
KAT2A	2941.795
NAGLU	1503.2276819286922
HSD17B1	4783.0
ABI3	1567.9793641976285
COL1A1	6190.744763619877
MRPL27	672.7724331256927
LRRC59	2711.0
HDAC5	2950.4375889181047
PPY	297.409
DUSP3	3650.4694159861187
CACNG1	1098.795
HLF	4154.663564521989
EFNB3	3054.795
RANGRF	868.3145669859737
RCVRN	2651.795
MYH1	5856.795
VTN	1179.8035
TNFAIP1	2316.3672480537452
TMEM97	1536.5748407578099
FOXN1	1983.8749999999998
ALDOC	1320.0
CD38	4389.069411504032
IBSP	1378.795
LAP3	1728.1946516952448
CXCL6	1115.63600546923
JADE1	3776.9994046489264
RUFY3	2514.042810080843
AFM	1891.795
AFP	2031.97
PHOX2B	2862.795
GNRHR	1900.2946127444525
CWH43	2243.3247002075123
SULT1E1	1612.795
SMR3A	497.8265
LAMTOR3	2385.0707148705646
PF4V1	355.01200000000006
NFKB1	2808.7285840237355
MANBA	2707.61276142703
KLHL2	1387.6563536383055
IL2	861.797
WFS1	3170.344277877821
GAR1	944.382343983846
FRG1	851.9780056562308
CLNK	1958.0725576400985
FAM149A	1344.0525416666667
SPA17	2143.3426918801533
CD82	1048.14202869764
LDHA	1459.3000545270602
SPI1	1101.8013294615284
PLEKHB1	1437.929512946449
CRYAB	579.7824661721384
CTSC	1805.7690218575403
ZPR1	3360.9126992922475
CRTAM	2000.0
C11orf63	2174.5648614923703
HSPA8	1774.8645411869857
DTX4	5301.531631147353
UNC93B1	2117.0
PUS3	1164.8546224999682
ST3GAL4	1142.8793172664691
SF1	2432.1766622385007
CCND1	4083.3904819320514
CCDC86	1665.6642033352437
PRPF19	1768.2214461394688
TMEM109	2092.92994670033
ANAPC15	796.7829678247367
PANX1	2601.795
APOA5	1286.2346666666667
APOC3	349.1735
IL10RA	3527.795
GALNT18	2336.795
BIRC2	2902.847332587599
PDHX	1565.2180194477103
SLC15A3	738.2980021889439
SCGB2A2	739.53125
DGAT2	1364.500344241727
C11orf58	988.8300202070984
RPS13	401.3947071878653
HP	805.9855967356383
YBX3	1470.1783002468255
DDX11	1824.5965829095899
KITLG	854.5699373830455
SART3	2343.20416348994
ZNF268	5238.876774290284
RPLP0	936.1084337823389
PXN	2643.5915534115584
POLR3B	3887.721773379817
PPFIBP1	2733.238546735067
CD69	1342.3193042397236
PRDM4	3541.5386033937166
CLEC2B	1162.1376905199072
SELPLG	1969.537603502625
ASIC1	3040.982272520862
DAO	936.8274999999999
KCTD10	3288.6536971004643
MLEC	4129.954355184802
MVK	1596.310048782983
CSRNP2	3544.792808047532
IL23A	878.797
SYT10	4293.795
CYP27B1	1296.9601666666665
MYF6	1297.795
MYF5	1374.795
GLI1	2375.8395833333334
PPM1H	6185.795
LTA4H	1936.8507049201353
ELK3	2786.2881572125343
ITFG2	1593.2554370258526
PRR4	409.86919235856385
PARP11	3144.76716562216
ARPC3	815.0
GPN3	1150.9360401045574
FGF6	375.93350000000004
MYL2	569.7945
RAD51AP1	1761.1574041841875
AKAP3	2230.1376673446193
DUSP16	3115.106998804925
CREBL2	3586.795
CDKN1B	2445.3149789455256
GPRC5D	597.7733810123959
SCNN1A	2971.6313682832347
LTBR	1789.1874630090979
OGFOD2	1453.5332597776846
OAS3	5358.211785563501
ART4	3602.8873568656836
MGP	582.9907789766628
ARHGDIB	1039.4111984303631
GTF2H3	2220.3553557050727
RERGL	679.5705
ENDOU	2133.0
VDR	3710.4096744657363
FZD10	3114.2041723949105
IL26	907.797
IFNG	1050.795
NUP107	3050.5
CNOT2	1983.598670901418
TIMELESS	4603.834173794305
KRR1	3522.854266395404
MRPL51	578.4717199464458
GAPDH	1020.9227312972454
ACRBP	1149.115002454512
COPS7A	1535.3521991246587
GNB3	911.4
CDCA3	1180.4982541259271
CHPT1	1508.9736914440623
USP5	2330.778254220344
TPI1	1055.839311445397
ENO2	2154.1062216598266
C12orf57	416.6499157110046
APOBEC1	711.797
NANOG	4804.11111037145
GOLT1B	2624.648099323692
PRKAB1	1453.6840639603402
CMAS	1214.1900311473628
HCFC2	5124.174966180067
CLEC4A	642.0
AICDA	2647.335
RAB35	2273.281381839495
COX6A1	404.918
GATC	4049.3650000000002
RFX4	1885.1793333333333
SRSF9	1007.4617474719046
FGFR1OP2	1653.1095198597975
KLRB1	1280.795
GCLC	1493.142857142857
IYD	5307.188823835169
FYN	1113.5604466964721
RSPH4A	2505.0
TMEM14C	950.5602480810612
SMIM8	1740.1794055157136
ADTRP	877.7055272104141
ASF1A	2194.795
HINT3	3146.795
NCOA7	2798.9472482149486
ULBP1	2974.795
NEU1	1878.4000022226674
SLC44A4	2164.238670247985
FBXO5	1957.5739352627943
OPRM1	2052.1365513906803
FANCE	2386.795
TULP1	1742.0
MAPK14	2756.1622462404466
RHAG	1267.0
STK38	3408.795
RAB44	3843.0
HLA-DOA	3187.6409218693716
MCM3	2508.7109119128645
SAYSD1	1821.5202292026438
KIF6	8412.0
CAP2	1858.155995260211
GPR63	5784.795
FBXL4	5496.495658375262
GPLD1	3321.795
ACOT13	3910.3955112259114
RPS12	463.84200000000004
B3GAT2	5621.680436605832
GMNN	810.4299117244674
SNX3	1148.6371463791597
ZBTB24	5351.795
FIG4	1706.5637079519593
ADGRG6	4831.995713533539
OR14J1	798.7969999999999
OR5V1	956.2618846153846
HSD17B8	822.797
UNC93A	1411.3195
C6orf118	1644.795
MDFI	1023.9364383303526
TFEB	1384.740612683734
BYSL	1861.795
TBP	1469.5980739278032
GUCA1B	945.797
PRPH2	2808.795
MRPL2	880.3746930551047
PTK7	2899.367979642826
DNPH1	507.9591949062592
EXOC2	3525.911505597617
TMEM30A	3534.0894941574998
VEGFA	1812.9936844701274
TTK	2774.152001486531
WISP3	2343.6576538643308
LAMA4	4046.316867507289
ENPP5	2783.9724701041196
LY86	758.2051475329167
PRSS16	1193.75
MEP1A	2732.5
SKIV2L2	3466.357882228296
ISL1	1559.79775
SLC6A7	2953.0173240251197
POU4F3	1014.795
HARS2	2059.24802958101
NUDT12	2834.8291232757483
PAPD7	2731.0768974535513
GHR	4313.490651493821
DAP	2140.0
BRD8	2581.0435215133807
HBEGF	2218.795
LOX	4934.795
GZMK	1341.795
CDH9	394.04747762188765
SPARC	914.9114012078948
HAND1	1570.795
PCDHB3	3149.12
PCDHB5	3209.0
PCDHB6	3061.036388762397
PCDHB7	3597.795
PCDHB15	3818.0
GRM6	5975.450000000001
THG1L	2939.795
IL12B	2593.795
BTNL8	1447.375
TTC1	1292.1899553224507
C1QTNF3	2603.0
IRX4	1970.0207500000001
LNPEP	9535.782222635044
AGXT2	1872.4283333333333
PRLR	5569.3927838975305
IL4	413.2348333333333
IL5	347.0
ST8SIA4	5276.3625416570685
PCDH12	6363.0
NUP155	6037.469997067501
NR3C1	4518.476584801323
C5orf15	2190.795
TRIM23	2986.355844036765
TRAPPC13	1996.75
RARS	1656.3888865423828
CDX1	1343.255
BNIP1	985.0
HRH2	1621.5
SLC7A14	9935.795
SEMA3G	3570.5962656228803
ZMYND10	2183.42718378101
LTF	2171.992817057027
MLH1	1689.6939131149622
EHHADH	3402.475882826405
CRBN	1690.0093645896088
HRG	1847.795
BCL6	2167.3348060725875
FAM162A	953.8093189086599
UBE3A	2246.4332669283303
RBP2	267.20271358516777
RBP1	673.2542425735185
PFKFB4	2234.1585648816517
HES1	1410.795
ECT2	2557.360564178254
GNAT1	1209.6198333333332
TUSC2	1523.7949999999998
NPRL2	1532.795
CYB561D2	1119.6866200105
C3orf14	662.6068661184155
GNB4	4284.782266817177
MORC1	3211.0
UMPS	6548.67
ABTB1	1826.9808744573104
KLHL18	4421.0
HEMK1	5276.009826424346
RRP9	1410.795
AADAC	1095.54614833807
EIF1B	842.797
ZBTB47	3441.1780024107047
TNNC1	547.512
NKTR	6894.2937034069055
SPCS1	720.0626876832521
NEK4	3996.0808334216317
TMEM159	1467.502698743213
WDFY1	4461.0
EIF2AK2	6299.533070406109
CPS1	2688.412214285714
DAZAP1	1803.0101992446303
DDX1	2298.9159269256143
HEATR5B	6412.9312449747085
MDH1	955.8185081012034
MAPRE3	1548.7992604298065
TMSB10	329.102
MSH2	2913.350627083336
NCK2	1472.1309592247906
TFPI	1665.439768467647
NDUFS1	3872.7293323878025
SLC11A1	3684.795
APOB	9702.670064465106
RTKN	2024.8937559113333
INO80B	946.1635347752386
TTL	14101.8
FAHD2A	1530.5971401784443
SF3B6	602.8154999999999
CENPA	1221.625
SLC30A3	844.069
MPV17	858.2106600846967
NRBP1	1801.7729435245617
ITGA4	3496.4843592862862
SNX17	1913.1904733228318
REEP6	1595.0
APC2	9952.0
RPS15	345.8430505871461
GCA	1266.4906673970759
WBP1	1121.428361768429
MOGS	1948.1183517083332
TTC31	2750.4329369718253
NDUFS7	860.9998518595758
PCGF1	1578.1193684838668
TLX2	1638.595
DOK1	1792.4529867316994
ACADL	2375.795
EVA1A	1006.4107555928854
LANCL1	3541.115743148951
REG1A	640.807
FANCL	986.194912898734
IGFBP2	798.4449666135733
IGFBP5	6016.0
KCNJ13	2075.357849909823
GGCX	4970.759644917632
NEU2	975.797
MOB4	2196.585460077644
HSPE1	518.7449188809248
WNT6	1535.795
IL1RL1	2373.2
IL18R1	2080.1890600463107
SLC9A2	5242.795
AZU1	1452.3496388471572
PPP1R7	940.6027687506403
PASK	2312.657359835992
PROC	882.4954372456591
ID2	904.207350577974
ODC1	1914.7748787330443
PLEKHB2	3577.3599943101517
GREB1	3820.508339760091
GORASP2	3005.795
CEBPZ	3018.0
PRKD3	4754.295040849287
RMDN2	1258.0
DLX2	1989.6000000000001
SLC1A4	3878.4158892467035
ORC2	2349.069555300346
COX7A2L	943.8753406274324
PPP3R1	2054.0444510490074
PLEK	2701.795
PRTN3	861.1370217721051
KISS1R	875.6611666666665
GRIN3B	3113.795
VAX2	979.7969999999999
ATP6V1B1	1008.3101918394832
MSH6	3553.1669520635237
PLEKHA3	10432.073459126226
SPR	1312.795
ENO1	1577.981514897704
CDC7	2926.3461651757584
SARS	1685.1915636728645
CLCA1	3015.0
BCL9	6110.6649992109615
TPSG1	940.797
ANGPTL1	1897.4597317533446
TCEANC2	5698.529503336053
TMEM59	1025.4345578689458
RPL22	889.1323667281742
OPRD1	9177.795
WDR77	2007.8129488147742
RNF19B	2302.7937966861846
DLGAP3	3430.065
C1orf21	10097.8
MAD2L2	910.6546498528976
MFN2	4037.712091021681
MIIP	1405.795
SLC35D1	5994.795
PRAMEF10	1357.795
PRAMEF4	1660.795
PRDM2	4069.6739044140813
RGS2	1186.795
DENND1B	4820.146666126015
WARS2	2636.3118375746744
OSCP1	895.030102776946
NT5C1A	939.7969999999999
SLAMF1	2401.510478618281
KDM5B	5770.632794952231
AKR7A2	1163.0
RAB29	2555.9159889360353
CD160	1960.2000571504266
HMGCL	1335.8498673067165
APH1A	1833.81265713112
P3H1	2448.3431815562053
EBNA1BP2	1161.786257120359
ATP6V0B	830.295261922684
SLC19A2	3354.4887057568003
SELL	2268.795
VAMP4	4635.851778755887
GRHL3	1832.2
SYF2	1146.0
DHDDS	1311.4932409779467
PPP1R8	1579.0919240032272
SLC5A9	2730.4783333333335
CTSD	1622.8537594840573
COLEC11	744.927486688235
STAG1	4011.193051113426
A4GNT	1603.795
MMP8	2061.8900000000003
APOA1	796.177380191388
SLC8A2	2353.2063750000007
NR5A2	2705.423469661978
TNNT2	770.0
CAMSAP2	5381.605105040769
FCGR2B	1455.2344849891742
FCRLA	1483.2598634068584
EEF1B2	711.518069021744
ATIC	1291.9140003049208
TNP1	241.281
FASTKD2	2566.0202800188545
TTR	686.2193333333332
B4GALT6	1700.25
DOPEY1	4572.009333812832
FILIP1	6614.14689249021
SPACA1	1331.795
SGIP1	3889.4
TBPL1	1185.9686849868644
ZC2HC1B	834.797
FBXO30	8841.795
ADAT2	3393.4711628431705
TNFAIP3	2686.4539365493156
SGK1	2233.483098946198
TCF21	3244.313311867486
PMFBP1	1230.2451734797692
MED28	5124.869673244593
DNAH6	10623.415936570895
RNF103	3309.795
MYL12B	1001.2772414629715
ARMC2	1236.8702635503805
GHRH	303.9146666666667
RPN2	2138.173652497064
SOGA1	12120.431055714784
PKD2	3639.322549779473
ABCG2	2482.973817545436
SPP1	1307.4822908044598
FAM47E-STBD1	2782.9793503220753
ADH6	1974.25
CCNI	2130.6066820312035
RARRES1	1568.4549781099195
LDAH	1662.5845871764168
FGF23	2850.795
ELL2	3236.408046780781
GLRX	751.8877374315302
NDUFB3	464.4742616377648
ZFAND5	2720.807569346626
GDA	1401.803439891391
C2orf40	567.6181666666666
YWHAQ	2027.871427226521
ITGB1BP1	1075.175248433825
CPSF3	2165.4964699031066
DDX55	1843.990401771734
CCDC92	1373.4834901043178
LGALS8	3099.9342328547036
FKBP15	4369.748276979355
CNTRL	4290.6027737078575
HDHD3	1479.6422980642403
VPS4B	2862.9843656787016
SERPINB10	1923.0
GSC	1096.795
ADCK1	1853.2196197376043
PGF	1535.3174857667461
IFI27L2	345.0765
NEK9	3910.526371166011
ACYP1	464.28405073405816
IFT43	666.7218665540059
NPC2	667.522977006557
IRF2BPL	3989.795
ACOT2	1572.2579478959901
FLVCR2	2049.375928397577
TGFB3	2293.9094809583457
ZC2HC1C	1481.9667743131754
SLIRP	268.2221023126225
COQ6	1348.1352968536403
PAPOLG	4684.073104902023
TP53I3	1101.336758018605
RHOQ	2479.769375498903
TMEM214	2402.920747612844
ATAD2B	4983.418397089634
FAM98A	1569.4304463206165
YIPF4	10392.812980419701
AFTPH	3357.4212835811563
LGALSL	3099.0
CRIPT	1785.795
ADGRB3	4417.4349999999995
TMEM180	2269.9936679261973
FAM178A	4393.912566915733
LIPF	1190.31
PPP1R3C	2356.795
MXI1	2160.2034327253023
HELLS	2696.3311710624166
PRLHR	5278.795
KCNIP2	1179.0550990618242
HOXB8	856.9076666666667
HOXB5	1873.7949999999998
HOXB7	1203.795
HOXB1	1551.27
DUSP1	1851.795
PANK3	9297.809046002129
MSX2	1597.1299999999999
INSL4	1784.795
IFNA7	569.8154999999999
LRP11	2994.7931752591235
CCDC170	5125.795
ARAP3	4106.530499451328
PCDHB8	2572.795
PCDHB10	3071.780252677901
PCDHB14	4624.225
PCDHB12	3080.6435053847836
SLC25A2	1249.795
PRRX1	3451.254154710332
TNN	4200.003333333333
TTLL2	1907.7949999999998
MSANTD2	2658.4382422107365
PDZD11	844.0
NUDCD1	2807.311082365944
CCDC77	1224.9911344861405
TNFSF11	1391.9766955862165
CCDC169	5687.243523583475
UFM1	2036.6837377158179
ELF1	2509.0856453707274
ALG5	986.4495
FAM53C	3858.7921256107356
MYOT	2138.0
EGR1	2970.795
PFN2	1275.4869785802402
SERP1	2670.0134978864817
MTERF2	1746.6747609745191
NFYB	1869.3000381792747
CCDC53	665.9071411503554
FZD3	9606.567908988414
SLC39A14	3425.2023200197473
DUSP4	4874.604476006545
SORBS3	1376.6642478501121
CHRNA2	1724.1513712119447
PPP3CC	1049.4175515044453
TARDBP	1874.5121223689316
PRAMEF2	1474.795
RDH10	2362.8760310892976
LUC7L3	2713.303582921475
DLX4	1621.9100439157633
COIL	2451.0
TBX2	3171.795
SLC35B1	844.7143952001773
TBX4	2508.3184317529367
TEX14	4671.333333333333
FAM117A	1985.3926060987624
NCAPH	1881.5936041479108
KIAA0922	4727.455003487393
MND1	590.9768688117442
ZNF141	2562.6818397786838
TSHZ3	4957.785
TAS2R8	1075.795
PLBD1	1669.2881749950739
KLRK1	1247.5298076988433
TAS2R10	874.797
PYROXD1	3775.4430173588876
IAPP	1387.583485319881
KCNJ8	1557.1079511330618
TAS2R7	928.797
TAS2R9	864.797
ZNF549	4250.529192582112
ZSCAN18	1123.9225548606237
ZNF211	1901.1522413989453
TFG	1378.1806058154807
KALRN	3443.3976641911004
NAA50	2157.4047828427356
PAX6	6505.930782482222
MAPK8IP1	2888.26
PEX16	1198.1854025513676
DEPDC7	1605.605
CAT	2134.795
ACHE	1751.1491444027408
FBXO24	1005.8213566024464
GJB6	1718.75
GJA3	5043.795
GHSR	868.3634999999999
TNFSF10	1713.982898122223
SLITRK3	4192.0
CPXM2	3355.0
GSTM2	1066.7536735176218
ADORA3	1218.9161672920773
GTDC1	2363.139136162291
CXCR4	1536.5224594366246
ACVR2A	4002.55594167836
POLK	2544.9076941559833
FLT3	3674.795
RASL11A	1375.795
FYTTD1	3319.808647469419
MRPS2	1311.0
MYOG	1360.795
COPA	4590.0
HLA-DQA2	1133.6153846153845
PRM2	531.7515000000001
OPN4	1954.9366666666665
AHR	6108.795
SCRN1	4021.628176432343
ETV1	3083.8571428571427
BBS9	1865.1925616878561
OCM	475.71645248868776
EEPD1	3040.2799817046234
WIPF3	3751.4916805282046
NPY	425.95950000000005
HOXA7	1817.19
INHBA	4936.36645681345
FKBP9	2797.258423804871
NT5C3A	1338.4236867765858
POLM	2299.5005652080254
RAMP3	835.2223124421755
FTSJ2	1332.1012709335448
TWIST1	1498.795
SLC25A51	1254.0
CLTA	909.6751257458975
TAF1L	6048.795
PHF24	5550.795
DNAI1	1538.198875
DCAF10	6383.414211153369
ZC3HAV1	4818.302426089969
AKR1D1	2035.0
NEUROG3	1208.795
SRGN	1040.795
EGR2	2769.3663448693633
FAM149B1	3742.6303936663835
UNG	1925.0960622456455
DYNLL1	559.0544377806249
IFT81	2635.87744267867
ACADS	1751.0
HVCN1	1345.4491474632791
RNF11	2916.795
BHLHE41	3669.7949999999996
SSPN	2788.096157900678
ITPR2	8171.644952380244
STX10	847.9810203596621
DDX39A	1067.9170331505811
PKN1	2339.7790335822606
C19orf43	796.3954873342568
ADGRE5	2573.5145199291055
ZNF442	5525.125353702343
KLHL24	3424.576351444928
CCDC70	982.797
EBPL	629.090912335527
ATP7B	6205.0121162115465
ZC3H13	5271.961786429163
CENPK	1003.7202946688099
NEUROD4	3785.795
ORMDL2	847.1722098016046
NR4A1	1565.5295373462754
PDE1B	2236.0
HOXC13	2255.795
LRP1	13517.27630509908
HOXC11	2451.0
HOXC12	3167.795
HOXC6	1512.0494345074362
SMUG1	1006.7719609382633
FAAH	1926.795
RHCE	1047.3333333333333
RSRP1	1082.5167163911553
IL13RA2	1228.3899999999999
COL10A1	1265.5785958956499
SEC61A1	3192.6254084668267
TCEAL3	957.2787559780495
RAB9B	3580.795
NRK	4348.61051785592
MAGEA9	1646.795
RIF1	9814.55065194589
TTC21B	5314.795
NMI	1419.9828593475092
TNFAIP6	1256.795
ACVR1C	5042.274636754856
SLC36A1	2542.381932607592
BATF3	812.797
KCNJ2	5193.0
EXOSC9	1279.2406738681466
PLA2G12A	5027.0
SNRPA	1220.0303802911499
B9D2	859.797
ADCK4	1095.109404779659
C4BPB	780.8
ZNF468	2928.8628328282566
ZNF415	1352.8842953400235
ZNF350	1493.9751597046475
RAB38	1249.714248402865
GPR83	4114.665
HAUS3	3176.2370305881814
CHPF	2374.6344534989275
INHA	1300.795
FAM124B	2034.0487582517412
SP140L	2135.4399353093613
ENKD1	1153.0227014495185
UBE2C	642.087719959157
SLC35C2	2448.721570930653
ACTR5	2397.795
MC3R	916.797
GCNT7	1815.1891278407702
CTCFL	1993.9085744153472
SYS1	2481.3209216528685
PI3	409.8965
WFDC3	600.5
SLC12A5	753.1225145152368
ARHGAP40	1669.935
ATP5E	2260.7904943999083
PLCG1	5232.359698704489
SRSF6	4157.795
RAB22A	8502.795
PTGIS	5411.795
CDH26	1935.1647166732803
SNAI1	1518.795
MOCS3	4938.795
RNF114	1814.0410654704071
MAGEA10	2429.0
PEPD	1555.0
IL9R	1824.5421529753498
NAGK	1067.7832015210593
MCEE	588.9278491428911
PAIP2B	6111.795
SNRNP27	1240.0901948568912
MPHOSPH10	2238.998146070559
IL17C	876.797
LIPE	1240.7530678810342
PSG9	1545.9645625
PSG4	813.6838237145746
PSG1	630.7339323277192
HIF3A	3625.1583487697617
IRGC	1128.17
LYPD3	1526.795
CEACAM8	1958.708495745922
RNF39	1927.5508414412204
DST	9155.11125608832
FBXO9	1414.5219674792143
PACSIN1	4067.7590176535005
RRP36	991.797
BTN1A1	2420.1549999999997
BTN3A3	2054.5825738315093
SNRPC	650.5218170106866
SLC17A1	1430.5766666666664
ABCC10	2793.9604200888507
PEX6	3206.2326289786292
UNC5CL	2938.1800000000003
AARS2	3686.795
ZNF391	3233.4469303821315
OR2B6	774.797
TCP11	1249.2857142857142
APOBEC2	983.797
KLHDC3	1724.968247215776
TREM1	1252.39265537578
MEA1	921.797
COL21A1	2700.7090066487567
CDKN1A	1903.4185553340199
SOX4	5683.795
CPNE5	1814.5
SSR1	3156.660087238845
NRN1	1441.4174103811638
ATXN1	10430.062325062412
DEK	2077.961473839616
LRRFIP1	3686.321589905819
EREG	4451.795
TRIM51	1280.0
SCGB1D2	313.2415
SCGB2A1	354.01650000000006
EMC3	1296.915413924925
SH3TC1	1319.8911819918594
KATNAL2	1092.522737190182
CNOT1	4275.536277626699
BBS2	1235.6556123325054
MT2A	587.0
GOT2	2286.895
SPHK2	1900.6666666666667
PIWIL1	3461.1839394443546
RAP2A	5319.795
SLC10A2	3611.795
EFNB2	4293.795
C17orf53	2364.205
SLC22A5	2205.307499573437
IRF1	1728.9922894625724
NIN	5911.961606371541
ATP5S	7729.51470301908
BMP4	1384.6187684381894
PTGER2	1873.5266935227066
RPS29	159.24655473943966
SOX9	3767.795
MYH2	2969.1000833333333
MRPS7	1254.4742515519802
ARMC7	1533.3928685613303
NUP85	1375.3625879847914
MIF4GD	913.6938765196351
NT5C	635.3312994322991
MSTO1	1446.0842291232111
MBOAT7	1553.28869004025
LILRB3	2232.884062635349
LILRA6	2224.8175293494523
ZBTB46	4600.788059674731
SLC35F5	3229.384836617178
INSIG2	2391.0
PSD4	6233.097583940014
PSPN	3743.3399999999997
ALKBH7	647.1036337283384
CLPP	688.1615511808828
TNFSF9	1497.7949999999998
THOC2	3879.459968031917
RPL23	450.8093051990751
STRADA	1220.658738303811
CD70	603.883257135461
C3	4094.3892258543374
SH2D3A	1716.0129023896993
TNFSF14	3172.5394128202365
RTN2	1344.0713513644712
EML2	1064.5716986753646
VASP	2072.675095425723
SYMPK	2015.7999472563201
CFAP61	1161.5
CDC25B	2902.8350375251835
GNRH2	335.18169606294475
CD93	6540.795
CST8	594.4835
PSMF1	2412.300349942154
CSTL1	375.3333333333333
TMX4	6000.955
AP5S1	3709.402927964569
RRBP1	3672.5120890614317
DSTN	1771.2233125674954
LAMP5	1840.0
SNRPB2	1441.7855261034674
TCF15	1057.5
OTOR	1309.795
BANF2	339.56925
FAM110A	1490.4242277911653
SCRT2	3409.795
DEFB129	530.8265
RAD21L1	1173.7369999999999
TLE6	1181.2
S1PR4	1397.795
NCLN	2610.7577100610824
CITED1	572.8
ANKHD1	3738.1304493956623
PITHD1	1220.934891484616
MAX	1311.0500049647694
FNTB	2666.795
ARMCX5	2518.7423395026653
MMP24	4246.795
NECAB3	1092.052627368882
RALY	1556.1198179928788
C20orf173	708.596
PLAGL2	5537.795
AGO3	8017.730117797786
UROD	1101.0
SLC35E2	1726.3200670217943
KLC1	1851.2853628417738
PCID2	1799.408780279896
SLURP1	369.97
LRFN3	2981.0991870671896
IGFLR1	562.2717181204814
CAPNS1	683.7270750728774
PDCD2L	948.1255471625202
UBA2	2184.3559589739057
FFAR2	1893.0
HCST	364.17842661264956
FFAR1	2143.795
COX6B1	471.2745541848242
KRT13	990.8
KRT35	1556.665
KRT38	2169.795
CCR7	1882.7048314430708
KRT9	1725.6599999999999
NR1D1	2604.795
ARL2	780.0
BCL2L12	805.9494777232089
RRAS	876.797
PRRG2	810.1862493342915
TSKS	1458.44
GLTSCR2	1045.6711797298994
FLRT1	3781.795
SBDS	1432.0
CSN1S1	523.5479333333333
STATH	401.65999999999997
HTN1	424.0
MLX	2074.0292640246016
WNK4	1905.564795
DNASE1	3590.4175429973902
TRAP1	1720.12293255321
SUGP1	1394.5
DDX49	1673.8845459594481
GDF1	2349.795
SDF2	1352.275
NSRP1	975.9719795896713
AHDC1	6225.952414077818
SLC35A2	1626.4711281189395
CFP	1293.3756250000001
ELK1	2252.2463147226435
ATG14	4574.795
SIX1	2778.5
DLGAP5	2469.643907790483
L3HYPDH	796.0
HSPA2	3311.749618722162
TBPL2	1099.0
SGPP1	3144.795
PLEKHG3	3659.2472123775815
EVI2A	1589.5827416611787
OMG	1779.795
AIF1L	2662.749013367141
CTAG2	698.0626958418959
MAGEC2	1823.795
CANX	2946.445260553915
PYCARD	642.6973122858847
HIVEP3	11990.534602974374
COX7C	504.65668994968246
PHPT1	729.4025
TRAF2	1550.5107237815273
ABHD8	1673.1774964513747
COL14A1	3930.9988636841126
HELB	12698.8
TSPAN8	1095.023723330492
RAB3IP	2184.2724777986805
YEATS4	1080.7485647572444
NDUFB2	382.6609466892752
TAS2R3	933.797
TAS2R4	2210.795
TAS2R5	983.797
ZNF777	3065.795
IDUA	1227.5454565727794
ZNF317	3223.758994360621
PIN1	794.7069361843835
FBXL12	1139.8954629053214
KIF17	3558.3333333333335
PLA2G2C	3050.0
CYP4F11	2727.7748898581317
SIN3B	3089.427578776401
OR7A10	762.797
EPS15L1	2375.5629068478834
KLF2	1165.386013376958
OR7C2	792.797
OR7C1	898.797
F2RL3	3297.34
HCFC1R1	517.3333333333334
HN1L	2436.9388456572237
UNKL	2911.934818736144
GFER	678.4114732404415
SYNGR3	1251.2970047640686
RAB40C	1943.7312861271876
WDR24	2927.37597388428
GNG13	816.797
ZNF10	2227.5109539815967
CLEC4M	1270.48805
TICAM1	2482.24
MON1B	4529.952935637255
METTL25	583.6842779458107
EIF3K	667.0186987250238
EMC6	508.69616028881956
OR1E2	804.797
TUBA4A	1363.5620071581898
VIL1	2865.1325782734234
AAMP	1392.703852537928
PNKD	1549.177633524483
TNFRSF19	3596.1897302574303
PHTF2	3763.8622564613756
